variable_combintion_num,AverageAccuracy,Series_ID
111,0.607692308,362
114,0.607692308,363
130,0.607692308,364
177,0.607692308,365
185,0.607692308,366
195,0.607692308,367
215,0.607692308,368
242,0.607692308,369
260,0.607692308,370
261,0.607692308,371
280,0.607692308,372
307,0.607692308,373
311,0.607692308,374
330,0.607692308,375
416,0.607692308,376
425,0.607692308,377
451,0.607692308,378
532,0.607692308,379
552,0.607692308,380
575,0.607692308,381
695,0.607692308,382
718,0.607692308,383
756,0.607692308,384
778,0.607692308,385
851,0.607692308,386
852,0.607692308,387
872,0.607692308,388
877,0.607692308,389
942,0.607692308,390
948,0.607692308,391
950,0.607692308,392
52,0.607692308,393
222,0.607692308,394
243,0.607692308,395
258,0.607692308,396
279,0.607692308,397
411,0.607692308,398
432,0.607692308,399
553,0.607692308,400
576,0.607692308,401
600,0.607692308,402
783,0.607692308,403
920,0.607692308,404
388,0.603846154,405
401,0.603846154,406
641,0.603846154,407
7,0.603846154,408
22,0.603846154,409
32,0.603846154,410
42,0.603846154,411
58,0.603846154,412
63,0.603846154,413
66,0.603846154,414
67,0.603846154,415
68,0.603846154,416
71,0.603846154,417
81,0.603846154,418
88,0.603846154,419
89,0.603846154,420
100,0.603846154,421
120,0.603846154,422
182,0.603846154,423
204,0.603846154,424
235,0.603846154,425
247,0.603846154,426
249,0.603846154,427
251,0.603846154,428
257,0.603846154,429
269,0.603846154,430
272,0.603846154,431
274,0.603846154,432
278,0.603846154,433
292,0.603846154,434
293,0.603846154,435
302,0.603846154,436
313,0.603846154,437
317,0.603846154,438
334,0.603846154,439
449,0.603846154,440
450,0.603846154,441
472,0.603846154,442
473,0.603846154,443
480,0.603846154,444
503,0.603846154,445
515,0.603846154,446
519,0.603846154,447
536,0.603846154,448
542,0.603846154,449
555,0.603846154,450
577,0.603846154,451
658,0.603846154,452
679,0.603846154,453
694,0.603846154,454
704,0.603846154,455
717,0.603846154,456
790,0.603846154,457
833,0.603846154,458
855,0.603846154,459
876,0.603846154,460
910,0.603846154,461
913,0.603846154,462
915,0.603846154,463
923,0.603846154,464
930,0.603846154,465
946,0.603846154,466
954,0.603846154,467
968,0.603846154,468
1,0.6,469
23,0.6,470
27,0.6,471
47,0.6,472
73,0.6,473
76,0.6,474
80,0.6,475
91,0.6,476
95,0.6,477
96,0.6,478
110,0.6,479
118,0.6,480
212,0.6,481
233,0.6,482
234,0.6,483
283,0.6,484
284,0.6,485
287,0.6,486
299,0.6,487
341,0.6,488
356,0.6,489
365,0.6,490
368,0.6,491
378,0.6,492
384,0.6,493
414,0.6,494
437,0.6,495
458,0.6,496
468,0.6,497
522,0.6,498
539,0.6,499
544,0.6,500
545,0.6,501
622,0.6,502
647,0.6,503
660,0.6,504
668,0.6,505
681,0.6,506
738,0.6,507
747,0.6,508
764,0.6,509
768,0.6,510
798,0.6,511
821,0.6,512
828,0.6,513
843,0.6,514
865,0.6,515
878,0.6,516
895,0.6,517
911,0.6,518
928,0.6,519
940,0.6,520
945,0.6,521
963,0.6,522
11,0.596153846,523
13,0.596153846,524
29,0.596153846,525
45,0.596153846,526
59,0.596153846,527
70,0.596153846,528
82,0.596153846,529
90,0.596153846,530
124,0.596153846,531
126,0.596153846,532
134,0.596153846,533
136,0.596153846,534
140,0.596153846,535
192,0.596153846,536
193,0.596153846,537
194,0.596153846,538
213,0.596153846,539
224,0.596153846,540
232,0.596153846,541
236,0.596153846,542
305,0.596153846,543
314,0.596153846,544
316,0.596153846,545
326,0.596153846,546
328,0.596153846,547
335,0.596153846,548
336,0.596153846,549
399,0.596153846,550
469,0.596153846,551
492,0.596153846,552
526,0.596153846,553
538,0.596153846,554
556,0.596153846,555
561,0.596153846,556
565,0.596153846,557
581,0.596153846,558
673,0.596153846,559
678,0.596153846,560
735,0.596153846,561
745,0.596153846,562
748,0.596153846,563
765,0.596153846,564
896,0.596153846,565
897,0.596153846,566
912,0.596153846,567
2,0.592307692,568
5,0.592307692,569
8,0.592307692,570
12,0.592307692,571
16,0.592307692,572
28,0.592307692,573
40,0.592307692,574
46,0.592307692,575
69,0.592307692,576
97,0.592307692,577
113,0.592307692,578
115,0.592307692,579
129,0.592307692,580
165,0.592307692,581
173,0.592307692,582
267,0.592307692,583
277,0.592307692,584
294,0.592307692,585
342,0.592307692,586
348,0.592307692,587
352,0.592307692,588
358,0.592307692,589
366,0.592307692,590
367,0.592307692,591
383,0.592307692,592
408,0.592307692,593
413,0.592307692,594
426,0.592307692,595
433,0.592307692,596
435,0.592307692,597
459,0.592307692,598
471,0.592307692,599
493,0.592307692,600
521,0.592307692,601
549,0.592307692,602
572,0.592307692,603
588,0.592307692,604
591,0.592307692,605
602,0.592307692,606
611,0.592307692,607
627,0.592307692,608
657,0.592307692,609
693,0.592307692,610
714,0.592307692,611
715,0.592307692,612
755,0.592307692,613
840,0.592307692,614
870,0.592307692,615
925,0.592307692,616
935,0.592307692,617
955,0.592307692,618
962,0.592307692,619
34,0.588461538,620
38,0.588461538,621
41,0.588461538,622
77,0.588461538,623
87,0.588461538,624
105,0.588461538,625
125,0.588461538,626
137,0.588461538,627
227,0.588461538,628
282,0.588461538,629
286,0.588461538,630
298,0.588461538,631
315,0.588461538,632
333,0.588461538,633
398,0.588461538,634
424,0.588461538,635
478,0.588461538,636
490,0.588461538,637
491,0.588461538,638
498,0.588461538,639
499,0.588461538,640
500,0.588461538,641
511,0.588461538,642
514,0.588461538,643
524,0.588461538,644
534,0.588461538,645
705,0.588461538,646
726,0.588461538,647
742,0.588461538,648
760,0.588461538,649
769,0.588461538,650
818,0.588461538,651
829,0.588461538,652
837,0.588461538,653
841,0.588461538,654
892,0.588461538,655
899,0.588461538,656
902,0.588461538,657
908,0.588461538,658
9,0.584615385,659
14,0.584615385,660
48,0.584615385,661
54,0.584615385,662
60,0.584615385,663
92,0.584615385,664
102,0.584615385,665
103,0.584615385,666
107,0.584615385,667
108,0.584615385,668
112,0.584615385,669
117,0.584615385,670
123,0.584615385,671
133,0.584615385,672
135,0.584615385,673
144,0.584615385,674
145,0.584615385,675
152,0.584615385,676
159,0.584615385,677
162,0.584615385,678
168,0.584615385,679
214,0.584615385,680
223,0.584615385,681
237,0.584615385,682
244,0.584615385,683
248,0.584615385,684
271,0.584615385,685
423,0.584615385,686
436,0.584615385,687
443,0.584615385,688
461,0.584615385,689
481,0.584615385,690
530,0.584615385,691
571,0.584615385,692
633,0.584615385,693
725,0.584615385,694
740,0.584615385,695
780,0.584615385,696
799,0.584615385,697
800,0.584615385,698
801,0.584615385,699
819,0.584615385,700
824,0.584615385,701
827,0.584615385,702
842,0.584615385,703
845,0.584615385,704
847,0.584615385,705
875,0.584615385,706
887,0.584615385,707
894,0.584615385,708
904,0.584615385,709
909,0.584615385,710
931,0.584615385,711
934,0.584615385,712
952,0.584615385,713
959,0.584615385,714
35,0.580769231,715
49,0.580769231,716
50,0.580769231,717
55,0.580769231,718
146,0.580769231,719
153,0.580769231,720
304,0.580769231,721
309,0.580769231,722
327,0.580769231,723
370,0.580769231,724
393,0.580769231,725
479,0.580769231,726
502,0.580769231,727
563,0.580769231,728
584,0.580769231,729
607,0.580769231,730
609,0.580769231,731
626,0.580769231,732
629,0.580769231,733
652,0.580769231,734
659,0.580769231,735
730,0.580769231,736
750,0.580769231,737
758,0.580769231,738
773,0.580769231,739
775,0.580769231,740
782,0.580769231,741
803,0.580769231,742
885,0.580769231,743
888,0.580769231,744
891,0.580769231,745
922,0.580769231,746
57,0.576923077,747
78,0.576923077,748
79,0.576923077,749
93,0.576923077,750
104,0.576923077,751
109,0.576923077,752
116,0.576923077,753
131,0.576923077,754
167,0.576923077,755
343,0.576923077,756
415,0.576923077,757
438,0.576923077,758
558,0.576923077,759
579,0.576923077,760
587,0.576923077,761
589,0.576923077,762
610,0.576923077,763
723,0.576923077,764
724,0.576923077,765
728,0.576923077,766
733,0.576923077,767
737,0.576923077,768
751,0.576923077,769
774,0.576923077,770
793,0.576923077,771
795,0.576923077,772
905,0.576923077,773
791,0.576923077,774
813,0.576923077,775
830,0.576923077,776
848,0.576923077,777
941,0.576923077,778
964,0.576923077,779
3,0.573076923,780
51,0.573076923,781
128,0.573076923,782
324,0.573076923,783
338,0.573076923,784
353,0.573076923,785
354,0.573076923,786
373,0.573076923,787
554,0.573076923,788
564,0.573076923,789
566,0.573076923,790
582,0.573076923,791
592,0.573076923,792
593,0.573076923,793
614,0.573076923,794
688,0.573076923,795
703,0.573076923,796
706,0.573076923,797
752,0.573076923,798
754,0.573076923,799
761,0.573076923,800
777,0.573076923,801
789,0.573076923,802
812,0.573076923,803
817,0.573076923,804
820,0.573076923,805
826,0.573076923,806
886,0.573076923,807
893,0.573076923,808
906,0.573076923,809
914,0.573076923,810
927,0.573076923,811
10,0.569230769,812
139,0.569230769,813
156,0.569230769,814
303,0.569230769,815
325,0.569230769,816
359,0.569230769,817
363,0.569230769,818
375,0.569230769,819
518,0.569230769,820
540,0.569230769,821
551,0.569230769,822
560,0.569230769,823
568,0.569230769,824
569,0.569230769,825
578,0.569230769,826
590,0.569230769,827
603,0.569230769,828
612,0.569230769,829
625,0.569230769,830
631,0.569230769,831
632,0.569230769,832
804,0.569230769,833
810,0.569230769,834
917,0.569230769,835
933,0.569230769,836
94,0.565384615,837
163,0.565384615,838
306,0.565384615,839
323,0.565384615,840
369,0.565384615,841
374,0.565384615,842
379,0.565384615,843
385,0.565384615,844
517,0.565384615,845
529,0.565384615,846
562,0.565384615,847
597,0.565384615,848
599,0.565384615,849
617,0.565384615,850
618,0.565384615,851
634,0.565384615,852
929,0.565384615,853
141,0.561538462,854
142,0.561538462,855
157,0.561538462,856
158,0.561538462,857
164,0.561538462,858
172,0.561538462,859
349,0.561538462,860
350,0.561538462,861
362,0.561538462,862
372,0.561538462,863
377,0.561538462,864
381,0.561538462,865
508,0.561538462,866
550,0.561538462,867
559,0.561538462,868
573,0.561538462,869
580,0.561538462,870
598,0.561538462,871
606,0.561538462,872
619,0.561538462,873
635,0.561538462,874
729,0.561538462,875
937,0.561538462,876
939,0.561538462,877
958,0.561538462,878
961,0.561538462,879
143,0.557692308,880
170,0.557692308,881
361,0.557692308,882
489,0.557692308,883
510,0.557692308,884
528,0.557692308,885
613,0.557692308,886
628,0.557692308,887
638,0.557692308,888
734,0.557692308,889
744,0.557692308,890
749,0.557692308,891
762,0.557692308,892
771,0.557692308,893
785,0.557692308,894
808,0.557692308,895
823,0.557692308,896
844,0.557692308,897
965,0.557692308,898
340,0.553846154,899
621,0.553846154,900
636,0.553846154,901
770,0.553846154,902
832,0.553846154,903
903,0.553846154,904
960,0.553846154,905
176,0.55,906
339,0.55,907
355,0.55,908
380,0.55,909
386,0.55,910
548,0.55,911
570,0.55,912
585,0.55,913
596,0.55,914
601,0.55,915
604,0.55,916
608,0.55,917
616,0.55,918
816,0.55,919
834,0.55,920
839,0.55,921
898,0.55,922
924,0.55,923
944,0.55,924
967,0.55,925
174,0.546153846,926
434,0.546153846,927
759,0.546153846,928
779,0.546153846,929
787,0.546153846,930
796,0.546153846,931
797,0.546153846,932
513,0.542307692,933
531,0.542307692,934
951,0.542307692,935
382,0.538461538,936
586,0.538461538,937
630,0.538461538,938
786,0.538461538,939
807,0.538461538,940
809,0.538461538,941
825,0.538461538,942
846,0.538461538,943
56,0.534615385,944
171,0.534615385,945
623,0.534615385,946
169,0.530769231,947
175,0.530769231,948
360,0.530769231,949
376,0.530769231,950
595,0.530769231,951
919,0.530769231,952
949,0.530769231,953
583,0.526923077,954
594,0.526923077,955
605,0.526923077,956
615,0.526923077,957
784,0.526923077,958
794,0.526923077,959
806,0.526923077,960
835,0.526923077,961
371,0.523076923,962
364,0.519230769,963
620,0.515384615,964
805,0.515384615,965
814,0.511538462,966
836,0.511538462,967
926,0.511538462,968
